cycle,(LPC outlet temperature) (◦R),(LPT outlet temperature) (◦R),(HPC outlet pressure) (psia),(HPC outlet Static pressure) (psia),(Ratio of fuel flow to Ps30) (pps/psia),(Bypass Ratio) ,(Bleed Enthalpy),(High-pressure turbines Cool air flow),(Low-pressure turbines Cool air flow),RUL
53,642.25,1417.72,553.58,47.42,521.92,8.4243,392,38.83,23.2954,125
54,642.45,1406.14,552.79,47.45,520.94,8.4603,392,38.78,23.2758,125
55,642.74,1410.4,552.97,47.67,521.5,8.4398,392,38.81,23.3173,125
56,642.13,1403.98,552.62,47.61,521.06,8.4402,393,38.93,23.2629,125
57,642.85,1404.34,553.43,47.41,521.19,8.3705,392,38.72,23.3249,125
58,642.63,1406.58,552.93,47.49,521.41,8.4663,394,38.66,23.1991,125
59,642.67,1408.07,553.29,47.52,521.38,8.4299,392,38.9,23.3468,125
60,642.96,1407.94,553.06,47.54,521.2,8.471,392,38.77,23.343,125
61,642.44,1413.33,553.16,47.56,521.13,8.4506,393,38.68,23.3268,125
62,643.09,1408.41,552.28,47.22,521.44,8.448,395,38.83,23.2941,125
63,642.61,1406.8,553.2,47.61,520.88,8.4373,393,38.72,23.3386,125
64,642.67,1410.59,553.43,47.63,521.49,8.4326,392,38.62,23.2797,125
65,642.76,1401.98,553.22,47.57,521.41,8.4194,394,38.9,23.2343,125
66,643.23,1413.59,553.66,47.57,521.52,8.472,393,38.7,23.295,125
67,643.1,1407.17,554.13,47.45,521.28,8.4504,394,38.89,23.1151,125
68,642.53,1407.22,553.26,47.6,521.57,8.4002,392,38.86,23.3896,125
69,642.38,1404.07,553.76,47.49,521.35,8.4258,392,38.8,23.269,125
70,642.41,1406.82,553.8,47.63,521.46,8.3901,392,38.91,23.3633,125
71,642.02,1409.56,552.98,47.67,521.94,8.4046,393,38.79,23.2044,125
72,642.58,1411.67,553.18,47.7,521.13,8.4232,395,38.88,23.2983,125
73,642.56,1409.13,552.5,47.36,521.73,8.4544,394,38.74,23.2034,125
74,642.84,1407.98,553.03,47.64,520.7,8.4373,394,38.8,23.3218,125
75,642.64,1408.61,552.71,47.58,521.42,8.4598,394,38.92,23.3239,125
76,642.98,1406.31,553.97,47.54,521.7,8.4092,394,38.72,23.2815,125
77,642.92,1412.34,553.15,47.62,521.6,8.4332,394,38.92,23.2899,125
78,643.14,1400.84,553.68,47.51,521.61,8.4229,394,38.71,23.3353,125
79,642.98,1414.03,552.94,47.48,521.14,8.4215,393,38.68,23.2606,125
80,642.82,1409.68,553.15,47.61,521.42,8.4228,394,38.87,23.288,125
81,642.34,1407.03,553.18,47.75,521.57,8.4366,393,38.93,23.2942,125
82,642.56,1411.89,553.21,47.48,521.09,8.4825,392,38.57,23.2266,125
83,642.54,1412.47,553.07,47.75,521.11,8.4638,394,38.62,23.2314,125
84,642.86,1406.1,553.04,47.49,521.37,8.4579,393,38.92,23.289,125
85,642.45,1406.44,553.33,47.51,520.56,8.4391,393,38.84,23.3439,125
86,641.96,1413.68,552.67,47.53,521.04,8.4582,393,38.87,23.2503,125
87,642.59,1407.2,553.7,47.54,521.04,8.4128,394,38.77,23.37,125
88,643.11,1410.13,552.95,47.65,521.17,8.4184,393,38.78,23.2634,125
89,642.92,1414.8,553.11,47.45,521.36,8.4479,393,38.85,23.2985,125
90,642.92,1406.15,553.35,47.72,521.2,8.4667,392,38.87,23.2441,125
91,642.89,1411.83,553.42,47.48,521.18,8.4518,393,38.82,23.2709,125
92,643.09,1407.95,553.14,47.46,521.62,8.4363,394,38.8,23.3249,125
93,642.84,1407.54,553.47,47.38,521.4,8.4158,394,38.88,23.2901,125
94,642.77,1410.66,552.62,47.54,521.49,8.4377,394,38.82,23.3306,125
95,642.62,1410.88,552.94,47.57,521.64,8.4255,393,38.73,23.2187,125
96,642.73,1410.66,553.59,47.82,521.11,8.4658,394,38.85,23.319,125
97,643.19,1418.57,553.39,47.47,521.45,8.4602,393,38.79,23.2562,125
98,642.21,1403.25,553.21,47.74,521.74,8.4291,393,38.8,23.3327,125
99,643.29,1409.41,553.57,47.8,521.53,8.4417,393,38.82,23.3548,125
100,642.84,1403.95,553.17,47.71,521.42,8.4355,393,38.8,23.2813,125
101,643.1,1405.36,553.12,47.49,522.23,8.4444,394,38.69,23.2933,125
102,642.65,1406.69,552.72,47.64,521.51,8.4633,394,39.04,23.2977,125
103,642.79,1410.57,553.53,47.5,521.51,8.4653,393,38.64,23.2856,125
104,643.26,1414.43,553.66,47.6,521.42,8.4559,394,38.64,23.2201,125
105,642.68,1408.77,553.43,47.7,521.37,8.4201,393,38.74,23.1944,125
106,642.9,1413.97,553.3,47.37,521.33,8.4388,394,38.81,23.3012,125
107,642.61,1414.48,553.48,47.63,521.21,8.4813,393,38.74,23.3085,125
108,642.55,1413.36,553.04,47.62,521.55,8.4406,395,38.83,23.3315,125
109,643.18,1411.71,552.98,47.68,521.17,8.4911,393,38.76,23.2691,125
110,642.48,1409.06,552.4,47.5,520.74,8.4502,393,38.94,23.2089,125
111,642.62,1411.4,552.43,47.57,521.2,8.4491,393,38.69,23.3592,125
112,642.61,1406.91,552.8,47.45,521.08,8.4237,393,38.8,23.291,125
113,642.98,1404.15,553.7,47.82,520.71,8.4336,392,38.83,23.4252,125
114,642.89,1413.22,553.77,47.35,521.26,8.4614,391,38.85,23.2571,125
115,642.47,1405.55,552.45,47.6,520.92,8.4617,395,38.91,23.2146,125
116,643.38,1406.79,553.08,47.55,521.42,8.4541,393,38.7,23.2832,125
117,642.71,1415.93,552.87,47.62,521.44,8.495,394,38.95,23.1422,125
118,643.03,1406.91,553.2,47.56,521.09,8.45,394,38.94,23.3016,125
119,642.52,1410.4,553.06,47.55,521.19,8.4213,393,38.64,23.3694,125
120,643.22,1403.59,553.82,47.8,520.95,8.4686,393,38.63,23.2804,125
121,642.88,1410.27,553.68,47.62,521.42,8.4594,393,38.73,23.2782,125
122,642.81,1412.89,553.26,47.61,521.07,8.4108,392,38.73,23.3192,125
123,642.83,1405.87,553.18,47.45,520.72,8.449,395,38.74,23.2273,125
124,641.94,1405.86,553.45,47.64,521.53,8.4535,393,38.72,23.3127,125
125,642.5,1411.64,553.37,47.76,520.96,8.4332,394,38.87,23.2575,125
126,643.09,1421.08,553.39,47.59,520.66,8.4553,394,38.75,23.2999,125
127,642.25,1412.38,552.85,47.53,520.89,8.4384,392,38.86,23.3266,125
128,642.59,1409.77,553.6,47.43,521.78,8.4498,393,38.72,23.3557,125
129,642.79,1408.44,552.92,47.77,520.77,8.4539,393,38.78,23.2199,125
130,642.96,1406.79,553.37,47.51,521.31,8.5033,393,38.71,23.3121,125
131,642.7,1413.49,553.34,47.6,521.28,8.4526,394,38.87,23.1871,125
132,643.48,1411.83,553.58,47.55,521.92,8.4509,392,38.86,23.2247,125
133,642.79,1410.09,553.43,47.73,521.34,8.4286,394,38.78,23.1529,125
134,643.07,1409.25,553.89,47.54,521.2,8.479,396,38.91,23.2728,125
135,642.64,1406.64,552.82,47.56,521.2,8.4147,393,38.75,23.2002,125
136,643.05,1407.67,553.68,47.46,521.33,8.436,392,38.81,23.216,125
137,642.8,1408.98,553.83,47.59,521.37,8.4322,393,38.51,23.2735,125
138,642.98,1407.67,552.67,47.68,520.98,8.4349,395,38.73,23.2217,125
139,642.11,1410.47,553.53,47.52,521.49,8.4637,394,38.82,23.2314,125
140,643.01,1412.05,553.3,47.59,521.12,8.4235,395,38.63,23.2676,125
141,642.56,1401.18,553.1,47.65,521.22,8.4475,394,38.85,23.2415,125
142,642.64,1416.86,553.14,47.73,521.58,8.4247,395,38.87,23.2322,125
143,642.7,1408.4,552.96,47.76,521.47,8.4817,394,38.77,23.2234,125
144,643.09,1415.07,552.94,47.5,521.26,8.4653,394,38.86,23.3582,125
145,642.68,1411.26,553.94,47.55,521.3,8.4856,393,38.86,23.2971,125
146,642.85,1409.28,552.56,47.71,521.35,8.4558,394,38.8,23.1641,125
147,642.43,1413.07,553.46,47.62,521.05,8.4426,394,38.84,23.3304,125
148,642.82,1412.82,552.91,47.59,520.94,8.4634,394,38.84,23.2387,125
149,642.42,1411.74,552.55,47.47,520.8,8.4456,395,38.63,23.2572,125
150,642.82,1408.99,552.31,47.6,520.93,8.4442,392,38.73,23.347,125
151,642.91,1412.03,552.54,47.62,520.71,8.44,394,38.67,23.2387,124
152,642.72,1412.72,553.92,47.6,521.0,8.4189,394,38.68,23.2707,123
153,643.37,1410.58,553.3,47.72,521.22,8.4554,393,38.64,23.2025,122
154,642.77,1412.89,553.15,47.61,521.17,8.4677,394,38.71,23.2412,121
155,643.28,1416.47,553.03,47.62,520.68,8.4188,394,38.7,23.1646,120
156,642.63,1414.31,553.22,47.74,521.08,8.472,392,38.8,23.3049,119
157,643.05,1404.05,552.63,47.6,521.11,8.4591,394,38.66,23.2544,118
158,642.7,1412.56,553.03,47.83,520.92,8.4277,395,38.8,23.2472,117
159,643.1,1416.56,553.0,47.45,521.25,8.4431,393,38.79,23.2585,116
160,643.01,1408.13,554.0,47.73,520.59,8.4205,392,38.95,23.2859,115
161,642.34,1410.86,552.82,47.66,520.99,8.4661,395,38.73,23.206,114
162,643.22,1413.54,552.43,47.65,521.05,8.4372,395,38.71,23.2747,113
163,642.59,1415.07,553.29,47.72,520.96,8.4505,391,38.75,23.2826,112
164,642.82,1412.76,552.64,47.47,521.44,8.4555,394,38.79,23.2589,111
165,642.53,1413.01,552.79,47.42,521.22,8.4344,394,38.86,23.3035,110
166,642.45,1417.27,552.66,47.77,520.92,8.4798,395,38.79,23.2592,109
167,643.13,1411.91,553.33,47.72,520.73,8.465,393,38.8,23.2471,108
168,642.76,1413.62,553.64,47.69,520.62,8.4289,394,38.6,23.2101,107
169,642.72,1419.45,552.27,47.81,521.06,8.4907,394,38.69,23.2985,106
170,643.34,1414.3,553.28,47.79,522.04,8.4395,393,38.69,23.1922,105
171,642.64,1413.84,553.05,47.61,520.69,8.4427,394,38.87,23.1997,104
172,642.58,1417.0,552.9,47.64,521.17,8.446,395,38.68,23.1511,103
173,642.79,1414.82,552.46,47.58,520.63,8.4557,394,38.7,23.2635,102
174,642.63,1416.95,552.75,47.66,521.25,8.4507,395,38.68,23.2352,101
175,642.82,1410.78,552.78,47.61,520.96,8.451,394,38.69,23.2046,100
176,642.61,1412.63,553.05,47.79,521.15,8.4628,394,38.74,23.2477,99
177,643.0,1414.36,552.73,47.69,520.98,8.4627,393,38.69,23.1684,98
178,642.83,1408.41,552.85,47.82,520.6,8.4692,395,38.67,23.197,97
179,642.94,1414.6,553.18,47.61,521.0,8.4623,394,38.79,23.241,96
180,642.96,1414.26,552.84,47.78,520.78,8.4561,396,38.67,23.3686,95
181,642.49,1412.61,553.35,47.59,520.82,8.4371,394,38.7,23.2691,94
182,643.13,1417.81,553.1,47.72,520.97,8.5055,394,38.58,23.2944,93
183,642.89,1419.61,552.8,47.69,520.82,8.4512,394,38.79,23.2165,92
184,643.14,1415.06,552.42,47.63,520.68,8.4309,393,38.63,23.2557,91
185,642.44,1412.83,553.05,47.66,520.57,8.4518,393,38.8,23.2595,90
186,643.26,1411.88,553.1,47.74,520.93,8.4764,392,38.79,23.215,89
187,643.07,1417.3,552.98,47.71,520.72,8.4888,394,38.82,23.2431,88
188,642.73,1413.73,553.12,47.69,521.46,8.4446,394,38.74,23.1801,87
189,643.22,1417.44,552.23,47.58,520.56,8.4653,394,38.66,23.224,86
190,643.24,1415.28,553.11,47.79,520.81,8.4335,394,38.64,23.1986,85
191,642.74,1411.49,553.03,48.0,521.29,8.4549,393,38.62,23.295,84
192,642.91,1419.53,552.71,47.9,520.9,8.4614,394,38.56,23.2483,83
193,642.95,1411.33,553.02,47.48,520.8,8.4797,395,38.66,23.2396,82
194,642.95,1416.24,552.53,47.75,521.01,8.4561,395,38.76,23.251,81
195,643.13,1420.03,553.34,47.73,520.78,8.4742,395,38.72,23.2159,80
196,642.75,1410.93,553.06,47.74,521.17,8.5016,392,38.81,23.1866,79
197,642.68,1412.75,552.97,47.78,521.13,8.4539,393,38.48,23.2489,78
198,642.43,1417.22,552.95,48.0,521.09,8.4411,394,38.62,23.0884,77
199,643.0,1416.02,552.57,47.81,521.28,8.4731,393,38.84,23.1636,76
200,643.13,1415.89,553.14,47.76,521.19,8.476,393,38.78,23.2743,75
201,643.12,1410.95,552.45,47.68,520.93,8.4511,394,38.79,23.2072,74
202,642.58,1412.3,553.0,47.82,520.71,8.4634,393,38.62,23.2829,73
203,642.94,1414.03,552.65,47.74,521.26,8.4958,395,38.68,23.1846,72
204,643.14,1411.93,551.76,47.76,520.68,8.5018,395,38.62,23.2148,71
205,643.83,1417.16,552.69,47.7,521.27,8.4541,395,38.54,23.1939,70
206,643.06,1418.66,551.96,47.63,520.92,8.4686,393,38.63,23.2263,69
207,643.27,1414.3,552.5,47.75,521.11,8.4865,396,38.68,23.2141,68
208,642.5,1412.43,552.84,47.66,521.34,8.4921,394,38.75,23.2787,67
209,642.88,1419.13,552.88,47.75,520.83,8.4517,394,38.6,23.2505,66
210,643.24,1417.75,553.48,47.63,521.02,8.4566,394,38.9,23.0961,65
211,643.11,1418.08,552.3,47.84,520.9,8.4598,395,38.71,23.1527,64
212,643.13,1418.17,552.54,47.86,521.26,8.47,394,38.56,23.1274,63
213,642.55,1407.89,552.7,47.79,520.54,8.4895,395,38.6,23.2244,62
214,643.66,1423.62,552.86,47.72,520.66,8.4948,394,38.62,23.0813,61
215,643.45,1411.25,552.66,47.71,521.16,8.4775,395,38.51,23.2339,60
216,643.12,1410.05,552.78,47.7,521.02,8.4746,395,38.63,23.1271,59
217,643.09,1412.73,552.23,47.77,520.73,8.4965,396,38.69,23.3131,58
218,642.96,1412.48,553.03,47.88,521.02,8.4821,396,38.79,23.2018,57
219,643.5,1416.4,552.22,47.79,520.65,8.4974,396,38.53,23.0962,56
220,642.89,1411.24,552.63,47.64,521.06,8.4904,394,38.78,23.1517,55
221,643.23,1418.73,552.59,47.91,521.04,8.4841,394,38.51,23.186,54
222,643.06,1418.45,552.05,47.81,520.84,8.4662,394,38.61,23.1591,53
223,643.3,1419.3,552.09,47.8,520.6,8.4925,394,38.64,23.1677,52
224,643.43,1415.48,552.18,47.76,520.75,8.4428,394,38.68,23.1963,51
225,643.2,1423.28,552.29,47.84,520.6,8.515,394,38.65,23.1709,50
226,642.45,1417.8,552.86,47.92,520.8,8.497,395,38.55,23.2003,49
227,643.69,1416.7,552.43,47.81,520.28,8.4834,394,38.55,23.1255,48
228,643.43,1422.77,552.73,47.89,520.38,8.4906,395,38.73,23.1639,47
229,642.99,1419.29,552.48,47.91,520.96,8.4558,395,38.58,23.1308,46
230,643.75,1413.92,552.48,47.95,520.02,8.5102,396,38.64,23.1826,45
231,643.35,1421.56,553.23,47.78,520.56,8.4901,396,38.67,23.1317,44
232,643.02,1418.31,551.98,48.03,520.38,8.4751,395,38.37,23.1067,43
233,643.27,1426.1,551.93,47.92,521.03,8.4874,396,38.5,23.164,42
234,643.37,1421.99,552.42,48.02,520.94,8.4987,397,38.62,23.0695,41
235,643.37,1420.86,552.21,47.78,520.82,8.4704,394,38.55,23.1338,40
236,643.47,1422.91,552.31,47.82,520.49,8.5134,395,38.54,23.2231,39
237,643.19,1418.36,552.11,47.86,520.31,8.4811,395,38.48,23.1875,38
238,643.16,1420.52,552.51,47.93,520.37,8.4841,396,38.6,23.103,37
239,643.27,1418.84,552.39,47.75,519.86,8.5066,396,38.66,23.1292,36
240,642.78,1429.03,552.59,47.46,520.18,8.4931,395,38.67,23.3075,35
241,643.08,1409.59,552.56,47.96,520.61,8.5305,394,38.47,23.1294,34
242,643.83,1423.18,552.52,47.91,520.58,8.5219,396,38.6,23.1079,33
243,643.24,1421.06,552.6,47.87,520.99,8.502,397,38.4,23.1221,32
244,643.57,1416.78,552.07,47.9,520.41,8.472,394,38.62,23.1009,31
245,643.15,1417.48,552.52,47.98,520.26,8.4542,396,38.59,23.1362,30
246,643.15,1422.5,552.32,47.8,520.42,8.4798,395,38.5,23.1111,29
247,643.75,1422.95,552.92,47.84,520.66,8.4929,395,38.5,23.1103,28
248,643.67,1419.79,552.32,47.77,519.97,8.501,395,38.45,23.1371,27
249,643.5,1422.2,551.65,48.0,520.29,8.5306,395,38.67,23.183,26
250,642.5,1429.49,552.02,47.96,520.69,8.5182,394,38.57,23.153,25
251,643.37,1425.35,552.48,48.07,520.01,8.5,394,38.44,23.139,24
252,643.68,1421.38,552.31,48.06,520.43,8.5217,395,38.58,23.1421,23
253,643.16,1417.99,552.42,47.93,520.82,8.4833,394,38.6,23.1879,22
254,643.25,1425.51,552.1,47.89,520.12,8.5227,397,38.47,23.3222,21
255,643.1,1424.57,551.3,48.0,519.93,8.5229,394,38.66,23.1178,20
256,643.41,1409.01,552.21,48.11,520.28,8.4772,395,38.54,23.0356,19
257,643.58,1419.84,551.24,48.09,520.31,8.4309,396,38.43,23.082,18
258,643.34,1409.01,552.37,47.9,520.55,8.4759,397,38.57,23.0347,17
259,643.71,1420.85,552.92,48.05,520.6,8.5103,396,38.43,23.1182,16
260,643.46,1421.84,552.4,47.89,520.52,8.5082,393,38.4,23.1281,15
261,643.88,1426.69,551.67,48.1,519.86,8.5051,395,38.45,23.0882,14
262,643.52,1427.59,551.91,47.85,520.53,8.4309,396,38.42,23.1534,13
263,643.65,1428.95,552.02,48.18,520.13,8.4927,396,38.86,23.0459,12
264,643.87,1424.46,552.04,47.98,520.29,8.5276,397,38.39,23.2291,11
265,643.2,1425.09,552.12,47.91,520.13,8.5175,397,38.5,23.1423,10
266,643.25,1429.13,552.37,48.04,520.17,8.5346,395,38.52,23.3222,9
267,643.39,1427.59,552.03,48.09,519.94,8.5053,396,38.42,23.1192,8
268,643.71,1417.37,551.28,47.91,520.12,8.5005,397,38.39,23.0396,7
269,643.41,1426.38,551.52,48.04,520.2,8.5215,396,38.49,23.3222,6
270,643.01,1409.01,551.93,48.04,520.16,8.5323,397,38.5,23.0339,5
271,643.79,1431.03,551.48,48.14,519.85,8.5201,393,38.49,23.029,4
272,643.44,1409.01,552.32,48.0,519.69,8.4309,397,38.56,23.0985,3
273,643.49,1425.42,551.76,48.1,519.74,8.4896,393,38.37,23.1312,2
274,643.53,1430.65,551.6,48.0,519.92,8.4309,397,38.72,23.106,1
275,642.5,1427.24,551.44,48.16,519.87,8.5243,396,38.86,23.0597,0
1,642.64,1402.4,553.58,47.41,521.82,8.3973,391,38.96,23.3836,125
2,641.94,1397.07,553.94,47.2,521.82,8.4227,393,38.94,23.368,125
3,642.19,1407.08,554.51,47.43,521.98,8.42,393,38.88,23.4072,125
4,642.66,1396.73,554.21,47.42,522.19,8.446,393,38.97,23.3827,125
5,642.48,1408.72,553.52,47.47,521.8,8.4349,392,38.67,23.3019,125
6,642.0,1397.39,554.33,47.45,522.16,8.4302,394,39.09,23.4559,125
7,642.27,1407.15,554.09,47.26,522.68,8.4043,393,38.87,23.3655,125
8,642.39,1396.75,553.93,47.32,522.1,8.4106,393,38.95,23.3547,125
9,642.87,1399.3,554.95,47.35,522.11,8.4274,393,38.88,23.3217,125
10,642.7,1402.36,554.38,47.39,522.26,8.4475,392,38.91,23.4265,125
11,642.46,1402.15,554.0,47.34,522.33,8.4025,393,38.99,23.3497,125
12,642.66,1405.32,553.98,47.41,521.82,8.4294,393,38.98,23.4722,125
13,642.02,1401.05,554.23,47.44,521.85,8.4206,391,39.09,23.3077,124
14,642.74,1400.77,553.89,47.13,521.85,8.4345,393,39.04,23.3957,123
15,641.95,1403.26,553.44,47.36,521.43,8.4061,392,39.03,23.3704,122
16,642.25,1394.64,553.98,47.13,522.47,8.3969,394,38.94,23.382,121
17,642.35,1404.35,553.63,47.31,521.76,8.3926,391,39.02,23.4033,120
18,642.01,1405.64,553.51,47.3,522.18,8.4117,393,38.82,23.3115,119
19,642.16,1403.47,553.49,47.59,521.63,8.3961,392,38.88,23.3028,118
20,642.74,1406.77,554.12,47.3,522.28,8.403,392,38.92,23.4218,117
21,642.3,1403.1,553.98,47.21,521.83,8.4349,392,38.91,23.355,116
22,642.33,1397.23,554.28,47.35,521.55,8.4293,391,39.03,23.3531,115
23,642.77,1399.28,554.12,47.29,521.87,8.4297,392,38.88,23.2694,114
24,642.65,1405.22,553.79,47.32,521.99,8.4177,392,39.0,23.3688,113
25,642.65,1404.09,554.45,47.63,521.68,8.4187,392,39.08,23.3005,112
26,642.01,1409.99,554.35,47.3,522.07,8.3846,393,38.97,23.4061,111
27,642.24,1396.78,554.28,47.33,522.28,8.3978,393,38.82,23.406,110
28,642.43,1401.98,553.22,47.23,521.8,8.456,393,38.9,23.4147,109
29,642.47,1404.57,553.76,47.23,521.88,8.3828,392,38.88,23.4126,108
30,642.19,1390.35,553.93,47.28,521.74,8.434,393,38.95,23.2258,107
31,642.37,1405.48,554.31,47.57,521.38,8.3972,391,38.91,23.2808,106
32,642.7,1410.09,554.31,47.37,521.77,8.4152,393,39.03,23.454,105
33,642.59,1393.08,553.5,47.28,522.28,8.4128,391,39.02,23.3196,104
34,641.84,1403.72,553.83,47.53,521.6,8.4007,392,38.92,23.3577,103
35,642.13,1407.28,554.24,47.48,522.32,8.3933,393,38.85,23.4341,102
36,642.32,1401.31,553.46,47.52,521.24,8.452,391,38.98,23.3515,101
37,641.97,1406.09,553.43,47.21,522.15,8.4486,393,38.75,23.4992,100
38,642.62,1399.73,553.94,47.37,522.37,8.4218,392,39.23,23.3812,99
39,642.37,1403.75,553.6,47.28,522.21,8.4272,392,38.86,23.3355,98
40,641.68,1405.19,553.48,47.43,521.81,8.4074,393,38.9,23.4048,97
41,642.1,1402.96,553.63,47.21,521.7,8.4208,393,38.9,23.3181,96
42,642.54,1397.7,554.37,47.18,521.99,8.4267,392,38.82,23.3376,95
43,641.59,1406.06,553.52,47.34,521.5,8.3896,394,38.79,23.2991,94
44,642.48,1401.68,553.57,47.18,522.06,8.3731,393,39.07,23.3478,93
45,642.76,1410.21,554.17,47.49,522.23,8.4499,392,38.71,23.444,92
46,642.74,1397.98,554.34,47.31,521.61,8.4277,392,39.04,23.3469,91
47,642.39,1400.91,553.26,47.28,521.65,8.4619,392,38.91,23.3216,90
48,642.17,1402.14,554.01,47.5,521.73,8.414,394,38.78,23.3214,89
49,642.56,1401.05,553.98,47.49,521.89,8.4004,392,38.86,23.3607,88
50,642.89,1397.95,554.36,47.39,521.79,8.4036,392,38.79,23.3338,87
51,642.9,1403.85,553.62,47.26,522.2,8.4287,392,38.87,23.4168,86
52,642.56,1399.83,554.32,47.33,522.17,8.3995,393,38.87,23.2895,85
53,642.84,1399.12,553.21,47.39,521.71,8.4385,393,39.09,23.3639,84
54,642.47,1398.54,553.76,47.43,521.8,8.4309,394,39.03,23.3659,83
55,642.23,1395.66,553.71,47.5,522.35,8.4146,391,38.86,23.3669,82
56,642.5,1402.15,553.03,47.41,522.37,8.3997,392,38.77,23.3993,81
57,642.42,1403.39,554.27,47.46,521.97,8.4397,393,38.93,23.2477,80
58,643.22,1397.41,553.55,47.37,521.8,8.4278,393,38.83,23.3732,79
59,642.67,1410.26,553.12,47.49,521.43,8.44,392,38.81,23.3404,78
60,642.94,1403.23,553.15,47.36,521.83,8.4618,393,38.92,23.4183,77
61,642.25,1400.96,553.29,47.53,521.4,8.4407,392,38.9,23.234,76
62,642.4,1404.98,553.22,47.5,521.56,8.4625,394,38.97,23.3897,75
63,642.38,1413.64,553.97,47.42,521.33,8.4324,392,38.87,23.4107,74
64,642.5,1405.42,553.75,47.51,521.62,8.4606,394,38.93,23.3744,73
65,643.1,1408.48,553.34,47.59,522.25,8.4163,392,39.0,23.2173,72
66,642.07,1409.49,553.73,47.31,521.77,8.4225,391,38.8,23.2473,71
67,642.66,1397.84,553.35,47.61,521.63,8.4603,392,38.89,23.4041,70
68,641.96,1401.69,553.38,47.46,521.04,8.45,393,39.09,23.2718,69
69,642.53,1408.35,553.72,47.34,522.23,8.4154,394,38.82,23.3204,68
70,642.53,1402.87,553.62,47.4,521.76,8.4098,391,38.99,23.1992,67
71,641.88,1408.89,554.0,47.36,521.35,8.4045,393,39.0,23.2634,66
72,642.13,1403.38,553.67,47.45,522.01,8.4149,394,38.88,23.352,65
73,642.78,1410.85,554.22,47.57,520.94,8.426,395,38.77,23.2394,64
74,642.75,1403.99,553.8,47.51,521.58,8.4271,393,38.76,23.3394,63
75,642.48,1403.25,553.65,47.41,521.31,8.4321,393,38.86,23.2441,62
76,642.92,1409.0,553.93,47.56,521.33,8.4467,394,38.75,23.2092,61
77,642.5,1403.4,553.43,47.66,522.06,8.4066,392,38.94,23.2951,60
78,642.58,1406.62,553.7,47.47,521.27,8.4598,394,38.84,23.259,59
79,642.5,1405.57,553.57,47.56,521.2,8.4236,394,38.89,23.2973,58
80,642.75,1402.17,553.97,47.36,521.53,8.4222,394,38.88,23.1531,57
81,643.23,1407.0,553.68,47.6,521.51,8.4404,393,38.89,23.1935,56
82,643.1,1407.37,553.59,47.57,521.3,8.4398,393,38.97,23.3651,55
83,642.56,1405.66,553.23,47.46,521.85,8.4136,393,39.1,23.2385,54
84,642.32,1406.76,553.56,47.72,521.96,8.4423,391,38.85,23.3075,53
85,643.23,1410.13,553.58,47.5,521.48,8.4204,392,38.74,23.2924,52
86,642.47,1399.88,553.6,47.31,521.24,8.462,392,38.69,23.2527,51
87,642.8,1402.26,553.61,47.58,521.55,8.4544,393,38.8,23.3064,50
88,642.75,1408.98,553.58,47.64,521.61,8.4413,393,38.91,23.2624,49
89,642.46,1404.99,552.99,47.59,521.63,8.4667,395,38.75,23.3636,48
90,642.65,1411.84,553.84,47.39,521.36,8.4446,394,38.85,23.3086,47
91,642.35,1406.06,552.97,47.39,520.76,8.4437,394,38.8,23.2717,46
92,643.01,1407.3,552.93,47.52,521.02,8.4573,392,38.78,23.2635,45
93,642.98,1418.15,552.56,47.7,521.35,8.4601,392,38.88,23.368,44
94,642.91,1409.46,553.26,47.66,521.16,8.4087,394,38.89,23.3145,43
95,642.41,1405.52,554.0,47.58,521.27,8.4611,393,38.9,23.3544,42
96,642.76,1408.29,553.26,47.62,521.37,8.4391,396,38.8,23.2794,41
97,643.38,1411.89,552.69,47.55,520.98,8.4607,393,38.57,23.2508,40
98,642.63,1411.66,552.9,47.65,521.48,8.4761,394,38.85,23.303,39
99,642.75,1405.13,553.15,47.56,521.7,8.4651,392,39.0,23.2346,38
100,642.75,1412.69,553.95,47.62,520.76,8.468,394,38.8,23.1595,37
101,643.06,1409.28,553.4,47.77,520.58,8.441,393,38.91,23.3392,36
102,642.63,1415.28,552.49,47.61,521.02,8.4499,396,38.75,23.1909,35
103,642.6,1411.74,553.19,47.63,521.04,8.4515,394,38.65,23.1925,34
104,642.76,1416.7,553.03,47.66,521.16,8.4696,395,38.69,23.3088,33
105,643.19,1415.03,553.61,47.78,520.96,8.4737,392,38.73,23.2044,32
106,642.78,1417.99,553.42,47.68,521.23,8.4841,394,38.44,23.2652,31
107,643.24,1413.01,552.5,47.73,520.54,8.459,394,38.74,23.2979,30
108,642.42,1413.3,553.11,47.78,520.76,8.4752,394,38.75,23.1364,29
109,643.55,1413.98,552.12,47.7,520.94,8.4891,395,38.56,23.2547,28
110,643.03,1413.33,552.6,47.64,520.52,8.4334,394,38.61,23.3253,27
111,642.52,1414.44,552.73,47.65,520.69,8.4909,396,38.75,23.1645,26
112,642.84,1416.74,552.74,47.61,520.44,8.4924,394,38.72,23.1206,25
113,642.84,1420.49,552.74,47.88,520.46,8.4457,395,38.6,23.2425,24
114,642.7,1413.51,552.84,47.98,520.83,8.4694,396,38.76,23.2286,23
115,642.34,1417.37,552.75,47.64,520.57,8.477,394,38.6,23.1983,22
116,643.29,1405.14,551.89,47.91,520.54,8.467,392,38.75,23.1789,21
